Title of dataset,ESS round,Edition,Production date,Respondent's identification number,Country,Design weight,Post-stratification weight including design weight,Population size weight (must be combined with dweight or pspwght),Analysis weight,Sampling probability,Sampling stratum,Primary sampling unit,Personal use of internet/e-mail/www,"Internet use, how often","Internet use, how much time on typical day, in minutes","News about politics and current affairs, watching, reading or listening, in minutes","Newspaper reading, politics/current affairs on average weekday","Newspaper reading, total time on average weekday","Most people try to take advantage of you, or try to be fair",Most of the time people helpful or mostly looking out for themselves,Most people can be trusted or you can't be too careful,"Radio listening, news/politics/current affairs on average weekday","Radio listening, total time on average weekday","TV watching, news/politics/current affairs on average weekday","TV watching, total time on average weekday",Placement on left right scale,Trust in the legal system,Trust in politicians,"Party voted for in last national election, United Kingdom","Party voted for in last national election, United Kingdom","Party voted for in last national election, United Kingdom","Party voted for in last national election, United Kingdom","Party voted for in last national election, United Kingdom",Feeling of safety of walking alone in local area after dark,How emotionally attached to [country],How emotionally attached to Europe,Belong to minority ethnic group in country,How often worry about your home being burgled,Born in country,Country of birth,Citizen of country,Member of a group discriminated against in this country,"Religion or denomination belonging to at present, United Kingdom","Religion or denomination belonging to in the past, United Kingdom",Number of people living regularly as member of household,Gender,Gender of second person in household,Year of birth,"Age of respondent, calculated","Age of respondent, calculated","Age group, post coded","Highest level of education, United Kingdom","Highest level of education, United Kingdom","Legal marital status, United Kingdom","Relationship with husband/wife/partner currently living with, United Kingdom",Important that government is strong and ensures safety,Important that government is strong and ensures safety,Region,"Region, United Kingdom",Year,Adjusted l/r placement
ESS6e02_7,6,2.7,18.08.2025,178111,GB,0.5052811,0.39292994,2.2821152,0.8967114,,,,,,,,,,7,7,7,,,3.0,7.0,10,10,7,1.0,,,,,2,,,2.0,,1,,1,2,Not applicable,1.0,1,1,6,1926,,86,,,,5.0,,1.0,,West Midlands (England),,2012,5
ESS6e02_7,6,2.7,18.08.2025,178129,GB,1.0105622,0.9400643,2.2821152,2.145335,,,,,,,,,,2,1,3,,,3.0,7.0,5,2,3,88.0,,,,,3,,,2.0,,1,,1,2,Not applicable,6666.0,5,2,1,1980,,32,,,,66.0,,2.0,,West Midlands (England),,2012,0
ESS6e02_7,6,2.7,18.08.2025,178160,GB,1.0105622,0.7403561,2.2821152,1.6895779,,,,,,,,,,8,9,8,,,2.0,3.0,5,2,1,2.0,,,,,1,,,2.0,,1,,1,2,Church of England / Anglican,6666.0,2,2,1,1953,,59,,,,66.0,,2.0,,West Midlands (England),,2012,0
ESS6e02_7,6,2.7,18.08.2025,178194,GB,1.0105622,0.7833432,2.2821152,1.7876794,,,,,,,,,,6,3,6,,,1.0,4.0,6,10,4,1.0,,,,,8,,,2.0,,1,,1,1,Church of England / Anglican,6666.0,4,2,1,1962,,50,,,,66.0,,3.0,,West Midlands (England),,2012,1
ESS6e02_7,6,2.7,18.08.2025,179028,GB,0.5052811,0.5427115,2.2821152,1.2385302,,,,,,,,,,4,6,3,,,2.0,7.0,5,5,0,3.0,,,,,2,,,2.0,,1,,1,1,Not applicable,1.0,1,1,6,1965,,47,,,,6.0,,2.0,,West Midlands (England),,2012,0
ESS6e02_7,6,2.7,18.08.2025,179051,GB,1.5158432,1.6281344,2.2821152,3.7155902,,,,,,,,,,7,6,6,,,3.0,7.0,3,9,4,2.0,,,,,2,,,1.0,,1,,1,1,Church of England / Anglican,6666.0,3,1,2,1959,,53,,,,66.0,,1.0,,West Midlands (England),,2012,-2
ESS6e02_7,6,2.7,18.08.2025,179069,GB,1.5158432,1.926182,2.2821152,4.395769,,,,,,,,,,7,7,6,,,2.0,5.0,5,7,5,1.0,,,,,2,,,2.0,,1,,1,2,Church of England / Anglican,6666.0,4,1,1,1986,,26,,,,6.0,,2.0,,West Midlands (England),,2012,0
ESS6e02_7,6,2.7,18.08.2025,179085,GB,1.5158432,1.6281344,2.2821152,3.7155902,,,,,,,,,,6,5,6,,,5.0,7.0,5,8,1,7.0,,,,,2,,,1.0,,2,,1,1,Islam / Muslim,6666.0,4,1,2,1960,,52,,,,66.0,,1.0,,West Midlands (England),,2012,0
ESS6e02_7,6,2.7,18.08.2025,179101,GB,2.5264053,1.9583579,2.2821152,4.469198,,,,,,,,,,8,8,8,,,5.0,6.0,3,9,7,3.0,,,,,2,,,2.0,,1,,1,2,Not applicable,6666.0,6,2,1,1969,,43,,,,66.0,,2.0,,West Midlands (England),,2012,-2
ESS6e02_7,6,2.7,18.08.2025,179119,GB,0.5052811,0.39292994,2.2821152,0.8967114,,,,,,,,,,6,6,3,,,3.0,7.0,5,7,4,2.0,,,,,1,,,1.0,,1,,1,2,Church of England / Anglican,6666.0,1,1,6,1957,,55,,,,4.0,,4.0,,West Midlands (England),,2012,0
ESS6e02_7,6,2.7,18.08.2025,179127,GB,0.5052811,0.370178,2.2821152,0.8447889,,,,,,,,,,7,7,5,,,2.0,6.0,3,4,4,2.0,,,,,3,,,2.0,,1,,1,2,Not applicable,6666.0,1,2,6,1956,,57,,,,4.0,,1.0,,West Midlands (England),,2012,-2
ESS6e02_7,6,2.7,18.08.2025,180026,GB,0.5052811,0.39292994,2.2821152,0.8967114,,,,,,,,,,6,2,5,,,2.0,6.0,6,6,3,2.0,,,,,2,,,2.0,,1,,1,2,Not applicable,6666.0,1,1,6,1957,,55,,,,5.0,,1.0,,West Midlands (England),,2012,1
ESS6e02_7,6,2.7,18.08.2025,180059,GB,1.0105622,1.085423,2.2821152,2.4770603,,,,,,,,,,7,7,7,,,2.0,5.0,6,9,5,2.0,,,,,1,,,2.0,,1,,1,2,Church of England / Anglican,6666.0,2,1,2,1959,,53,,,,66.0,,3.0,,West Midlands (England),,2012,1
ESS6e02_7,6,2.7,18.08.2025,180133,GB,1.0105622,0.740356,2.2821152,1.6895778,,,,,,,,,,7,4,4,,,1.0,4.0,4,3,0,2.0,,,,,2,,,2.0,,2,,2,1,Other,6666.0,4,2,1,1957,,55,,,,66.0,,1.0,,West Midlands (England),,2012,-1
ESS6e02_7,6,2.7,18.08.2025,180141,GB,1.5158433,1.1750147,2.2821152,2.681519,,,,,,,,,,5,3,5,,,1.0,4.0,5,88,0,1.0,,,,,1,,,2.0,,1,,1,2,Church of England / Anglican,6666.0,3,2,1,1960,,52,,,,66.0,,3.0,,West Midlands (England),,2012,0
ESS6e02_7,6,2.7,18.08.2025,180174,GB,2.0211244,1.5666864,2.2821152,3.5753589,,,,,,,,,,6,6,3,,,2.0,4.0,5,4,3,2.0,,,,,2,,,2.0,,1,,1,1,Roman Catholic,6666.0,4,2,1,1962,,50,,,,66.0,,2.0,,West Midlands (England),,2012,0
ESS6e02_7,6,2.7,18.08.2025,180190,GB,0.7851635,0.61057943,2.2821152,1.3934126,,,,,,,,,,6,4,4,,,1.0,4.0,5,5,3,2.0,,,,,1,,,2.0,,1,,1,2,Church of England / Anglican,6666.0,2,1,2,1946,,66,,,,66.0,,1.0,,West Midlands (England),,2012,0
ESS6e02_7,6,2.7,18.08.2025,181024,GB,1.0105622,0.740356,2.2821152,1.6895778,,,,,,,,,,3,5,3,,,1.0,7.0,3,8,6,3.0,,,,,1,,,1.0,,2,,1,2,Other,6666.0,2,2,1,1951,,61,,,,66.0,,2.0,,West Midlands (England),,2012,-2
ESS6e02_7,6,2.7,18.08.2025,181065,GB,1.0105622,1.2841214,2.2821152,2.930513,,,,,,,,,,7,4,7,,,2.0,6.0,3,8,4,2.0,,,,,3,,,2.0,,1,,1,2,Other,6666.0,2,1,1,1984,,28,,,,6.0,,3.0,,West Midlands (England),,2012,-2
ESS6e02_7,6,2.7,18.08.2025,181073,GB,1.0105622,0.740356,2.2821152,1.6895778,,,,,,,,,,8,8,5,,,2.0,7.0,5,5,5,2.0,,,,,3,,,2.0,,1,,1,2,Church of England / Anglican,6666.0,2,2,1,1928,,85,,,,66.0,,3.0,,West Midlands (England),,2012,0
ESS6e02_7,6,2.7,18.08.2025,181081,GB,0.5052811,0.370178,2.2821152,0.8447889,,,,,,,,,,8,4,4,,,3.0,5.0,6,7,6,1.0,,,,,2,,,2.0,,1,,1,2,Roman Catholic,6666.0,1,2,6,1941,,71,,,,3.0,,2.0,,West Midlands (England),,2012,1
ESS6e02_7,6,2.7,18.08.2025,181115,GB,0.5052811,0.3916716,2.2821152,0.8938397,,,,,,,,,,9,8,7,,,5.0,6.0,9,6,6,3.0,,,,,2,,,2.0,,1,,1,1,Church of England / Anglican,6666.0,1,2,6,1961,,52,,,,6.0,,6.0,,West Midlands (England),,2012,4
ESS6e02_7,6,2.7,18.08.2025,181123,GB,1.0105622,0.7858599,2.2821152,1.7934228,,,,,,,,,,5,5,2,,,4.0,5.0,7,2,4,1.0,,,,,2,,,2.0,,1,,1,2,Roman Catholic,6666.0,2,1,2,1948,,64,,,,66.0,,3.0,,West Midlands (England),,2012,2
ESS6e02_7,6,2.7,18.08.2025,181164,GB,1.0105622,1.2841214,2.2821152,2.930513,,,,,,,,,,0,1,3,,,0.0,7.0,5,0,0,66.0,,,,,1,,,2.0,,1,,1,2,Roman Catholic,6666.0,4,1,2,1979,,33,,,,2.0,,2.0,,West Midlands (England),,2012,0
ESS6e02_7,6,2.7,18.08.2025,181172,GB,0.5052811,0.47003213,2.2821152,1.0726675,,,,,,,,,,6,6,3,,,1.0,7.0,5,4,2,66.0,,,,,2,,,2.0,,1,,1,2,Not applicable,6666.0,4,2,2,1980,,33,,,,6.0,,2.0,,West Midlands (England),,2012,0
ESS6e02_7,6,2.7,18.08.2025,181180,GB,2.0211244,1.8801285,2.2821152,4.29067,,,,,,,,,,5,6,6,,,2.0,3.0,8,7,8,66.0,,,,,2,,,2.0,,1,,1,1,Roman Catholic,6666.0,4,2,2,1994,,18,,,,6.0,,2.0,,West Midlands (England),,2012,3
ESS6e02_7,6,2.7,18.08.2025,181198,GB,1.0105622,0.7858599,2.2821152,1.7934228,,,,,,,,,,4,4,4,,,2.0,6.0,8,1,1,7.0,,,,,4,,,2.0,,1,,1,1,Church of England / Anglican,6666.0,2,1,2,1937,,75,,,,66.0,,1.0,,West Midlands (England),,2012,3
ESS6e02_7,6,2.7,18.08.2025,181206,GB,1.0105622,0.740356,2.2821152,1.6895778,,,,,,,,,,6,6,3,,,3.0,5.0,5,5,4,2.0,,,,,3,,,2.0,,1,,1,2,Church of England / Anglican,6666.0,2,2,1,1942,,70,,,,66.0,,4.0,,West Midlands (England),,2012,0
ESS6e02_7,6,2.7,18.08.2025,182022,GB,1.0105621,0.7858598,2.2821152,1.7934227,,,,,,,,,,7,6,5,,,2.0,3.0,5,5,0,1.0,,,,,1,,,2.0,,1,,1,2,Not applicable,6666.0,2,1,2,1941,,71,,,,66.0,,2.0,,West Midlands (England),,2012,0
ESS6e02_7,6,2.7,18.08.2025,182048,GB,1.0105621,1.0854229,2.2821152,2.47706,,,,,,,,,,6,7,5,,,2.0,5.0,4,4,4,2.0,,,,,1,,,2.0,,1,,1,2,Not applicable,6666.0,5,1,2,1969,,43,,,,66.0,,2.0,,West Midlands (England),,2012,-1
ESS6e02_7,6,2.7,18.08.2025,182055,GB,1.5158432,1.110534,2.2821152,2.5343664,,,,,,,,,,7,7,9,,,5.0,7.0,1,8,8,2.0,,,,,2,,,2.0,,1,,1,2,Other,6666.0,3,2,1,1952,,60,,,,66.0,,2.0,,West Midlands (England),,2012,-4
ESS6e02_7,6,2.7,18.08.2025,182071,GB,1.0105621,1.2841214,2.2821152,2.930513,,,,,,,,,,4,3,2,,,1.0,7.0,5,3,1,66.0,,,,,2,,,2.0,,1,,1,2,Not applicable,6666.0,3,1,2,1981,,31,,,,6.0,,3.0,,West Midlands (England),,2012,0
ESS6e02_7,6,2.7,18.08.2025,182147,GB,1.5158432,1.4100963,2.2821152,3.2180023,,,,,,,,,,5,5,5,,,0.0,2.0,4,5,88,66.0,,,,,2,,,2.0,,1,,1,1,Not applicable,6666.0,3,2,2,1985,,27,,,,6.0,,2.0,,West Midlands (England),,2012,-1
ESS6e02_7,6,2.7,18.08.2025,183012,GB,2.5264056,3.2103035,2.2821152,7.3262825,,,,,,,,,,6,6,6,,,1.0,3.0,6,7,6,66.0,,,,,2,,,2.0,,1,,1,2,Church of England / Anglican,6666.0,5,1,2,1992,,20,,,,6.0,,2.0,,West Midlands (England),,2012,1
ESS6e02_7,6,2.7,18.08.2025,183046,GB,0.5052811,0.39292994,2.2821152,0.8967114,,,,,,,,,,7,5,7,,,3.0,7.0,5,7,6,66.0,,,,,2,,,2.0,,1,,1,2,Not applicable,6666.0,1,1,6,1936,,76,,,,4.0,,1.0,,West Midlands (England),,2012,0
ESS6e02_7,6,2.7,18.08.2025,183053,GB,1.0105622,0.94006425,2.2821152,2.145335,,,,,,,,,,8,8,5,,,1.0,5.0,5,4,2,2.0,,,,,2,,,2.0,,1,,1,2,Other,6666.0,3,2,1,1982,,30,,,,66.0,,2.0,,West Midlands (England),,2012,0
ESS6e02_7,6,2.7,18.08.2025,183079,GB,0.5052811,0.6420607,2.2821152,1.4652565,,,,,,,,,,4,4,6,,,66.0,0.0,5,3,2,66.0,,,,,1,,,2.0,,1,,1,2,Not applicable,6666.0,1,1,6,1985,,28,,,,6.0,,4.0,,West Midlands (England),,2012,0
ESS6e02_7,6,2.7,18.08.2025,183087,GB,1.5158433,1.1105341,2.2821152,2.5343666,,,,,,,,,,8,8,6,,,1.0,3.0,2,8,4,2.0,,,,,1,,,2.0,,1,,1,1,Not applicable,2.0,4,2,2,1956,,56,,,,66.0,,1.0,,West Midlands (England),,2012,-3
ESS6e02_7,6,2.7,18.08.2025,183095,GB,1.5158433,1.6281344,2.2821152,3.7155902,,,,,,,,,,7,2,4,,,2.0,5.0,4,2,0,2.0,,,,,2,,,2.0,,1,,1,2,Roman Catholic,6666.0,3,1,2,1961,,51,,,,4.0,,2.0,,West Midlands (England),,2012,-1
ESS6e02_7,6,2.7,18.08.2025,183129,GB,0.5052811,0.5427115,2.2821152,1.2385302,,,,,,,,,,7,2,2,,,2.0,5.0,5,1,0,3.0,,,,,1,,,2.0,,1,,1,1,Not applicable,6666.0,1,1,6,1972,,41,,,,6.0,,3.0,,West Midlands (England),,2012,0
ESS6e02_7,6,2.7,18.08.2025,183137,GB,2.0211244,1.5666864,2.2821152,3.5753589,,,,,,,,,,7,8,7,,,1.0,7.0,5,8,7,1.0,,,,,1,,,1.0,,2,,1,2,Other,6666.0,4,2,1,1958,,54,,,,66.0,,2.0,,West Midlands (England),,2012,0
ESS6e02_7,6,2.7,18.08.2025,183145,GB,1.5158433,1.4100964,2.2821152,3.2180026,,,,,,,,,,8,8,6,,,1.0,4.0,7,8,7,66.0,,,,,2,,,2.0,,1,,1,2,Not applicable,6666.0,3,2,1,1994,,19,,,,6.0,,4.0,,West Midlands (England),,2012,2
ESS6e02_7,6,2.7,18.08.2025,183160,GB,1.0105622,0.7858599,2.2821152,1.7934228,,,,,,,,,,7,6,3,,,4.0,7.0,8,7,5,1.0,,,,,2,,,2.0,,1,,1,2,Church of England / Anglican,6666.0,2,1,2,1935,,77,,,,66.0,,2.0,,West Midlands (England),,2012,3
ESS6e02_7,6,2.7,18.08.2025,183178,GB,1.5158433,1.1787897,2.2821152,2.690134,,,,,,,,,,5,5,6,,,2.0,5.0,2,4,1,2.0,,,,,2,,,1.0,,2,,1,1,Islam / Muslim,6666.0,2,1,2,1945,,68,,,,66.0,,4.0,,West Midlands (England),,2012,-3
ESS6e02_7,6,2.7,18.08.2025,183194,GB,1.0105622,0.94006425,2.2821152,2.145335,,,,,,,,,,7,7,3,,,2.0,5.0,7,7,6,66.0,,,,,1,,,1.0,,1,,1,1,Islam / Muslim,6666.0,2,2,1,1979,,33,,,,6.0,,1.0,,West Midlands (England),,2012,2
ESS6e02_7,6,2.7,18.08.2025,184044,GB,0.5052811,0.3916716,2.2821152,0.8938397,,,,,,,,,,7,4,6,,,1.0,3.0,3,5,1,66.0,,,,,4,,,2.0,,1,,1,2,Not applicable,6666.0,1,2,6,1967,,45,,,,4.0,,1.0,,West Midlands (England),,2012,-2
ESS6e02_7,6,2.7,18.08.2025,184101,GB,1.0105622,0.7833432,2.2821152,1.7876794,,,,,,,,,,7,5,5,,,0.0,3.0,9,8,4,1.0,,,,,3,,,2.0,,1,,1,2,Not applicable,6666.0,2,2,1,1971,,41,,,,66.0,,3.0,,West Midlands (England),,2012,4
ESS6e02_7,6,2.7,18.08.2025,184150,GB,1.0105622,0.740356,2.2821152,1.6895778,,,,,,,,,,9,8,8,,,3.0,6.0,6,6,6,1.0,,,,,3,,,2.0,,1,,1,2,Church of England / Anglican,6666.0,2,2,1,1944,,68,,,,66.0,,3.0,,West Midlands (England),,2012,1
ESS6e02_7,6,2.7,18.08.2025,184192,GB,1.0105622,0.7858599,2.2821152,1.7934228,,,,,,,,,,7,7,7,,,1.0,3.0,7,1,6,1.0,,,,,1,,,2.0,,1,,1,1,Not applicable,7.0,2,1,2,1941,,71,,,,66.0,,4.0,,West Midlands (England),,2012,2
ESS6e02_7,6,2.7,18.08.2025,184200,GB,1.0105622,0.7833432,2.2821152,1.7876794,,,,,,,,,,7,8,7,,,1.0,2.0,3,7,6,3.0,,,,,2,,,1.0,,2,,1,2,Other,6666.0,4,2,1,1976,,36,,,,66.0,,4.0,,West Midlands (England),,2012,-2
ESS6e02_7,6,2.7,18.08.2025,185017,GB,1.0105622,1.0854229,2.2821152,2.47706,,,,,,,,,,5,7,6,,,0.0,1.0,6,8,7,2.0,,,,,2,,,2.0,,1,,1,2,Other,6666.0,6,1,2,1971,,41,,,,66.0,,1.0,,West Midlands (England),,2012,1
ESS6e02_7,6,2.7,18.08.2025,185033,GB,0.5052811,0.3929299,2.2821152,0.89671135,,,,,,,,,,7,9,3,,,4.0,7.0,3,2,5,66.0,,,,,3,,,2.0,,1,,1,2,Church of England / Anglican,6666.0,1,1,6,1928,,84,,,,1.0,,2.0,,West Midlands (England),,2012,-2
ESS6e02_7,6,2.7,18.08.2025,185140,GB,1.5158432,1.926182,2.2821152,4.395769,,,,,,,,,,5,5,7,,,2.0,4.0,2,7,3,66.0,,,,,1,,,2.0,,1,,1,2,Church of England / Anglican,6666.0,3,1,1,1979,,33,,,,6.0,,2.0,,West Midlands (England),,2012,-3
ESS6e02_7,6,2.7,18.08.2025,185173,GB,0.5052811,0.39167157,2.2821152,0.89383966,,,,,,,,,,4,5,5,,,1.0,6.0,3,2,2,2.0,,,,,2,,,2.0,,1,,1,2,Not applicable,6666.0,3,2,1,1973,,39,,,,4.0,,1.0,,West Midlands (England),,2012,-2
ESS6e02_7,6,2.7,18.08.2025,185199,GB,1.0105622,0.9400642,2.2821152,2.1453347,,,,,,,,,,5,5,2,,,0.0,2.0,5,0,3,66.0,,,,,4,,,2.0,,1,,1,2,Not applicable,6666.0,8,2,1,1982,,31,,,,6.0,,2.0,,West Midlands (England),,2012,0
ESS6e02_7,6,2.7,18.08.2025,185207,GB,1.0105622,0.9400642,2.2821152,2.1453347,,,,,,,,,,6,2,2,,,1.0,6.0,0,5,2,66.0,,,,,1,,,2.0,,1,,1,2,Not applicable,6666.0,2,2,2,1994,,18,,,,6.0,,1.0,,West Midlands (England),,2012,-5
ESS6e02_7,6,2.7,18.08.2025,186015,GB,1.5158432,1.4100963,2.2821152,3.2180023,,,,,,,,,,3,7,3,,,0.0,6.0,6,7,0,66.0,,,,,1,,,1.0,,2,,1,2,Other,6666.0,4,2,2,1992,,20,,,,6.0,,1.0,,West Midlands (England),,2012,1
ESS6e02_7,6,2.7,18.08.2025,186023,GB,0.50528103,0.3929299,2.2821152,0.89671135,,,,,,,,,,4,7,4,,,1.0,2.0,10,5,3,77.0,,,,,2,,,2.0,,1,,1,2,Church of England / Anglican,6666.0,1,1,6,1934,,78,,,,5.0,,2.0,,West Midlands (England),,2012,5
ESS6e02_7,6,2.7,18.08.2025,186056,GB,1.0105621,0.740356,2.2821152,1.6895778,,,,,,,,,,8,6,8,,,4.0,7.0,5,3,3,2.0,,,,,3,,,2.0,,1,,1,2,Not applicable,2.0,2,2,1,1943,,69,,,,66.0,,1.0,,West Midlands (England),,2012,0
ESS6e02_7,6,2.7,18.08.2025,186163,GB,1.0105621,1.2841214,2.2821152,2.930513,,,,,,,,,,4,3,3,,,1.0,3.0,3,2,2,66.0,,,,,2,,,2.0,,1,,1,2,Not applicable,18.0,2,1,2,1986,,27,,,,6.0,,2.0,,West Midlands (England),,2012,-2
ESS6e02_7,6,2.7,18.08.2025,186189,GB,0.50528103,0.3929299,2.2821152,0.89671135,,,,,,,,,,5,7,5,,,3.0,6.0,7,6,6,66.0,,,,,3,,,2.0,,1,,1,2,Roman Catholic,6666.0,1,1,6,1921,,91,,,,5.0,,3.0,,West Midlands (England),,2012,2
ESS6e02_7,6,2.7,18.08.2025,187039,GB,0.5052811,0.3916716,2.2821152,0.8938397,,,,,,,,,,5,5,3,,,1.0,2.0,6,4,4,1.0,,,,,3,,,2.0,,1,,1,2,Not applicable,6666.0,1,2,6,1963,,49,,,,1.0,,1.0,,West Midlands (England),,2012,1
ESS6e02_7,6,2.7,18.08.2025,187104,GB,1.0105622,0.7858599,2.2821152,1.7934228,,,,,,,,,,6,7,5,,,2.0,2.0,5,4,6,88.0,,,,,2,,,2.0,,1,,1,2,Church of England / Anglican,6666.0,2,1,2,1931,,81,,,,66.0,,1.0,,West Midlands (England),,2012,0
ESS6e02_7,6,2.7,18.08.2025,187112,GB,1.0105622,0.7858599,2.2821152,1.7934228,,,,,,,,,,5,5,3,,,2.0,6.0,5,6,2,1.0,,,,,2,,,2.0,,1,,1,1,Not applicable,6666.0,2,1,2,1936,,76,,,,66.0,,1.0,,West Midlands (England),,2012,0
ESS6e02_7,6,2.7,18.08.2025,187138,GB,1.5158433,1.1787899,2.2821152,2.6901343,,,,,,,,,,3,5,6,,,2.0,7.0,5,5,5,66.0,,,,,2,,,2.0,,1,,1,2,Church of England / Anglican,6666.0,2,1,2,1935,,77,,,,66.0,,2.0,,West Midlands (England),,2012,0
ESS6e02_7,6,2.7,18.08.2025,187153,GB,1.0105622,0.7858599,2.2821152,1.7934228,,,,,,,,,,8,7,7,,,2.0,4.0,5,8,6,1.0,,,,,1,,,2.0,,1,,1,2,Church of England / Anglican,6666.0,2,1,2,1947,,65,,,,66.0,,1.0,,West Midlands (England),,2012,0
ESS6e02_7,6,2.7,18.08.2025,187187,GB,1.0105622,0.7858599,2.2821152,1.7934228,,,,,,,,,,6,8,6,,,2.0,6.0,5,5,6,1.0,,,,,2,,,2.0,,1,,1,2,Roman Catholic,6666.0,2,1,2,1942,,70,,,,66.0,,1.0,,West Midlands (England),,2012,0
ESS6e02_7,6,2.7,18.08.2025,188086,GB,1.0105622,0.78334326,2.2821152,1.7876796,,,,,,,,,,8,7,8,,,1.0,3.0,5,2,0,3.0,,,,,3,,,2.0,,1,,1,1,Not applicable,6666.0,2,2,1,1966,,47,,,,66.0,,2.0,,West Midlands (England),,2012,0
ESS6e02_7,6,2.7,18.08.2025,188110,GB,0.5052811,0.5427115,2.2821152,1.2385302,,,,,,,,,,5,7,6,,,2.0,7.0,7,5,2,77.0,,,,,3,,,2.0,,1,,1,2,Roman Catholic,6666.0,1,1,6,1967,,45,,,,6.0,,4.0,,West Midlands (England),,2012,2
ESS6e02_7,6,2.7,18.08.2025,188136,GB,2.0211244,2.170846,2.2821152,4.9541206,,,,,,,,,,3,3,3,,,2.0,7.0,7,6,6,2.0,,,,,2,,,1.0,,1,,1,2,Islam / Muslim,6666.0,6,1,2,1965,,47,,,,66.0,,4.0,,West Midlands (England),,2012,2
ESS6e02_7,6,2.7,18.08.2025,188169,GB,1.0105622,0.78585994,2.2821152,1.7934229,,,,,,,,,,5,5,5,,,2.0,7.0,5,8,2,66.0,,,,,1,,,2.0,,1,,1,2,Not applicable,1.0,2,1,2,1954,,58,,,,1.0,,1.0,,West Midlands (England),,2012,0
ESS6e02_7,6,2.7,18.08.2025,188177,GB,1.0105622,1.2841215,2.2821152,2.9305131,,,,,,,,,,7,5,3,,,3.0,7.0,10,6,0,66.0,,,,,2,,,2.0,,1,,1,2,Not applicable,6666.0,4,1,2,1978,,34,,,,4.0,,4.0,,West Midlands (England),,2012,5
ESS6e02_7,6,2.7,18.08.2025,189019,GB,1.0105622,0.7858599,2.2821152,1.7934228,,,,,,,,,,5,3,5,,,1.0,5.0,7,4,0,7.0,,,,,3,,,2.0,,1,,1,2,Church of England / Anglican,6666.0,2,1,2,1934,,78,,,,66.0,,3.0,,West Midlands (England),,2012,2
ESS6e02_7,6,2.7,18.08.2025,189027,GB,0.5052811,0.39292994,2.2821152,0.8967114,,,,,,,,,,5,7,4,,,3.0,6.0,6,5,3,2.0,,,,,3,,,2.0,,1,,1,2,Not applicable,6666.0,2,1,2,1950,,62,,,,66.0,,2.0,,West Midlands (England),,2012,1
ESS6e02_7,6,2.7,18.08.2025,189035,GB,2.0211244,1.4807122,2.2821152,3.3791559,,,,,,,,,,3,4,2,,,88.0,3.0,5,2,3,2.0,,,,,3,,,2.0,,2,,1,1,Other,6666.0,2,2,2,1949,,63,,,,4.0,,5.0,,West Midlands (England),,2012,0
ESS6e02_7,6,2.7,18.08.2025,189043,GB,1.0105622,0.7833432,2.2821152,1.7876794,,,,,,,,,,0,0,1,,,1.0,4.0,8,8,4,66.0,,,,,2,,,1.0,,2,,1,1,Not applicable,2.0,5,2,2,1974,,38,,,,6.0,,1.0,,West Midlands (England),,2012,3
ESS6e02_7,6,2.7,18.08.2025,189076,GB,1.0105622,1.085423,2.2821152,2.4770603,,,,,,,,,,8,8,8,,,2.0,4.0,9,7,2,1.0,,,,,2,,,2.0,,1,,1,2,Roman Catholic,6666.0,4,1,2,1961,,51,,,,66.0,,1.0,,West Midlands (England),,2012,4
ESS6e02_7,6,2.7,18.08.2025,189084,GB,0.5052811,0.5427115,2.2821152,1.2385302,,,,,,,,,,7,6,5,,,0.0,4.0,3,3,7,66.0,,,,,1,,,2.0,,1,,1,2,Church of England / Anglican,6666.0,1,1,6,1973,,39,,,,6.0,,1.0,,West Midlands (England),,2012,-2
ESS6e02_7,6,2.7,18.08.2025,189092,GB,0.5052811,0.37017804,2.2821152,0.84478897,,,,,,,,,,5,8,6,,,4.0,7.0,8,3,0,3.0,,,,,3,,,2.0,,1,,1,2,Not applicable,5.0,1,2,6,1930,,82,,,,5.0,,3.0,,West Midlands (England),,2012,3
ESS6e02_7,6,2.7,18.08.2025,189100,GB,1.0105622,0.7858599,2.2821152,1.7934228,,,,,,,,,,7,3,5,,,2.0,5.0,3,1,1,2.0,,,,,3,,,2.0,,1,,1,2,Church of England / Anglican,6666.0,2,1,2,1938,,74,,,,66.0,,1.0,,West Midlands (England),,2012,-2
ESS6e02_7,6,2.7,18.08.2025,189183,GB,1.5158433,1.1105341,2.2821152,2.5343666,,,,,,,,,,4,3,3,,,1.0,5.0,2,88,1,66.0,,,,,3,,,2.0,,1,,1,1,Not applicable,6666.0,3,2,1,1956,,56,,,,5.0,,2.0,,West Midlands (England),,2012,-3
ESS6e02_7,6,2.7,18.08.2025,189209,GB,0.5052811,0.39292994,2.2821152,0.8967114,,,,,,,,,,6,8,7,,,4.0,7.0,8,4,2,66.0,,,,,2,,,2.0,,1,,1,2,Not applicable,2.0,2,1,1,1925,,88,,,,5.0,,1.0,,West Midlands (England),,2012,3
ESS6e02_7,6,2.7,18.08.2025,190033,GB,1.5158433,1.9261822,2.2821152,4.3957696,,,,,,,,,,8,5,4,,,1.0,4.0,5,8,6,66.0,,,,,4,,,2.0,,1,,1,2,Not applicable,6666.0,3,1,2,1997,,15,,,,6.0,,2.0,,West Midlands (England),,2012,0
